eNodeB Name,4G Payload (GB) [sum],DL PRB Usage(%) [mean],Average Users [sum],eNodeB Name [list],eNodeB Name [count],eNodeB Name [nunique],Cell Name [list],Cell Name [count],Cell Name [nunique]
769_0LT001,2127.7458,50.981033,5316.104,['769_0LT001'],216,1,"['PA9OLA1' 'PA9OLB1' 'PA9OLC1' 'PA9OLA2' 'PA9OLB2' 'PA9OLC2' 'PA9OLA3'
 'PA9OLB3' 'PA9OLC3']",216,9
769_1LT001,2082.4075,48.93403,5125.7324,['769_1LT001'],216,1,"['PA9L1A1' 'PA9L1B1' 'PA9L1D1' 'PA9L1A2' 'PA9L1B2' 'PA9L1D2' 'PA9L1A3'
 'PA9L1B3' 'PA9L1D3']",216,9
769_2LT001,2115.9438,50.35798,5407.4595,['769_2LT001'],216,1,"['VQLA3A1' 'VQLA3B1' 'VQLA3D1' 'VQLA3A2' 'VQLA3B2' 'VQLA3D2' 'VQLA3A3'
 'VQLA3B3' 'VQLA3D3']",216,9
769_3LT001,1448.9847,49.641224,3580.7349,['769_3LT001'],144,1,['9PLQAA1' '9PLQAB1' '9PLQAA2' '9PLQAB2' '9PLQAA3' '9PLQAB3'],144,6
769_4LT001,2302.1072,51.935905,5521.6973,['769_4LT001'],216,1,"['AOVG3A1' 'AOVG3B1' 'AOVG3D1' 'AOVG3A2' 'AOVG3B2' 'AOVG3D2' 'AOVG3A3'
 'AOVG3B3' 'AOVG3D3']",216,9
769_5LT001,2254.9368,48.765274,5477.6147,['769_5LT001'],216,1,"['L9GQAA1' 'L9GQAB1' 'L9GQAC1' 'L9GQAA2' 'L9GQAB2' 'L9GQAC2' 'L9GQAA3'
 'L9GQAB3' 'L9GQAC3']",216,9
769_6LT001,2084.661,49.87098,5198.661,['769_6LT001'],216,1,"['G19LOA1' 'G19LOB1' 'G19LOC1' 'G19LOA2' 'G19LOB2' 'G19LOC2' 'G19LOA3'
 'G19LOB3' 'G19LOC3']",216,9
770_0LT001,514.67804,48.35695,1215.79,['770_0LT001'],48,1,['P3GAVB1' 'P3GAVB2'],48,2
770_1LT001,2271.0674,48.07656,5550.613,['770_1LT001'],216,1,"['13VAGA1' '13VAGB1' '13VAGC1' '13VAGA2' '13VAGB2' '13VAGC2' '13VAGA3'
 '13VAGB3' '13VAGC3']",216,9
771_0LT001,395.801,51.514057,1102.357,['771_0LT001'],48,1,['9LAPVB1' '9LAPVB2'],48,2
771_1LT001,2213.4358,49.48256,5166.258,['771_1LT001'],216,1,"['9PALQA1' '9PALQB1' '9PALQC1' '9PALQA2' '9PALQB2' '9PALQC2' '9PALQA3'
 '9PALQB3' '9PALQC3']",216,9
771_2LT001,2233.8657,50.097187,5603.7246,['771_2LT001'],216,1,"['OPGA9A1' 'OPGA9B1' 'OPGA9D1' 'OPGA9A2' 'OPGA9B2' 'OPGA9D2' 'OPGA9A3'
 'OPGA9B3' 'OPGA9D3']",216,9
772_0LT001,2051.5518,49.95499,5506.151,['772_0LT001'],216,1,"['3VO9AA1' '3VO9AB1' '3VO9AD1' '3VO9AA2' '3VO9AB2' '3VO9AD2' '3VO9AA3'
 '3VO9AB3' '3VO9AD3']",216,9
772_1LT001,1165.8141,46.947422,2835.1902,['772_1LT001'],120,1,['19LAOB1' '19LAOB2' '19LAOB3' '19LAOB4' '19LAOB5'],120,5
772_2LT001,1081.7147,46.931713,2429.435,['772_2LT001'],96,1,['LOV9GB1' 'LOV9GD1' 'LOV9GB2' 'LOV9GD2'],96,4
773_0LT001,2156.8018,51.822884,5610.772,['773_0LT001'],216,1,"['ALVQOA1' 'ALVQOB1' 'ALVQOD1' 'ALVQOA2' 'ALVQOB2' 'ALVQOD2' 'ALVQOA3'
 'ALVQOB3' 'ALVQOD3']",216,9
773_1LT001,1451.7228,52.985703,3948.6594,['773_1LT001'],144,1,['VPOLAA1' 'VPOLAB1' 'VPOLAA2' 'VPOLAB2' 'VPOLAA3' 'VPOLAB3'],144,6
773_2LT001,2139.9153,50.5263,5449.802,['773_2LT001'],216,1,"['3LA9VA1' '3LA9VB1' '3LA9VD1' '3LA9VA2' '3LA9VB2' '3LA9VD2' '3LA9VA3'
 '3LA9VB3' '3LA9VD3']",216,9
774_0LT001,1044.1588,50.273754,2585.1057,['774_0LT001'],96,1,['L3VA9B1' 'L3VA9D1' 'L3VA9B2' 'L3VA9D2'],96,4
774_1LT001,2099.1982,48.198856,5371.0596,['774_1LT001'],216,1,"['9O3AVA1' '9O3AVB1' '9O3AVD1' '9O3AVA2' '9O3AVB2' '9O3AVD2' '9O3AVA3'
 '9O3AVB3' '9O3AVD3']",216,9
775_0LT001,482.40594,45.875366,1240.999,['775_0LT001'],48,1,['L139GB1' 'L139GB2'],48,2
775_1LT001,1050.9275,49.45232,2388.9,['775_1LT001'],96,1,['3POALB1' '3POALD1' '3POALB2' '3POALD2'],96,4
775_2LT001,901.48236,44.379623,2639.775,['775_2LT001'],96,1,['L3O1QB1' 'L3O1QD1' 'L3O1QB2' 'L3O1QD2'],96,4
775_3LT001,2066.6047,50.263916,5461.1553,['775_3LT001'],216,1,"['AQL9OA1' 'AQL9OB1' 'AQL9OD1' 'AQL9OA2' 'AQL9OB2' 'AQL9OD2' 'AQL9OA3'
 'AQL9OB3' 'AQL9OD3']",216,9
776_0LT001,2305.2422,48.44606,5692.3135,['776_0LT001'],240,1,"['LVA9QB1' 'LVA9QC1' 'LVA9QB2' 'LVA9QC2' 'LVA9QB3' 'LVA9QC3' 'LVA9QB4'
 'LVA9QC4' 'LVA9QB5' 'LVA9QC5']",240,10
776_1LT001,1503.0511,50.442844,3700.832,['776_1LT001'],144,1,['VOA3PA1' 'VOA3PB1' 'VOA3PA2' 'VOA3PB2' 'VOA3PA3' 'VOA3PB3'],144,6
776_2LT001,969.70294,49.647278,2522.9973,['776_2LT001'],96,1,['PLG3AB1' 'PLG3AD1' 'PLG3AB2' 'PLG3AD2'],96,4
777_0LT001,2398.008,51.418682,6017.0566,['777_0LT001'],240,1,"['9QLGAB1' '9QLGAD1' '9QLGAB2' '9QLGAD2' '9QLGAB3' '9QLGAD3' '9QLGAB4'
 '9QLGAD4' '9QLGAB5' '9QLGAD5']",240,10
777_1LT001,2132.205,49.56245,5413.2134,['777_1LT001'],216,1,"['LVQAOA1' 'LVQAOB1' 'LVQAOD1' 'LVQAOA2' 'LVQAOB2' 'LVQAOD2' 'LVQAOA3'
 'LVQAOB3' 'LVQAOD3']",216,9
778_0LT001,2173.2544,48.0798,5381.8916,['778_0LT001'],216,1,"['VL9QPA1' 'VL9QPB1' 'VL9QPC1' 'VL9QPA2' 'VL9QPB2' 'VL9QPC2' 'VL9QPA3'
 'VL9QPB3' 'VL9QPC3']",216,9
778_1LT001,2167.056,49.19655,5689.359,['778_1LT001'],216,1,"['G1VAQA1' 'G1VAQB1' 'G1VAQD1' 'G1VAQA2' 'G1VAQB2' 'G1VAQD2' 'G1VAQA3'
 'G1VAQB3' 'G1VAQD3']",216,9
778_2LT001,2140.0264,49.342487,5153.869,['778_2LT001'],216,1,"['93PA1A1' '93PA1B1' '93PA1D1' '93PA1A2' '93PA1B2' '93PA1D2' '93PA1A3'
 '93PA1B3' '93PA1D3']",216,9
778_3LT001,1063.0295,47.03751,2339.3228,['778_3LT001'],96,1,['3OGA9B1' '3OGA9D1' '3OGA9B2' '3OGA9D2'],96,4
778_4LT001,2179.9377,50.50146,5609.143,['778_4LT001'],216,1,"['QOPAVA1' 'QOPAVB1' 'QOPAVC1' 'QOPAVA2' 'QOPAVB2' 'QOPAVC2' 'QOPAVA3'
 'QOPAVB3' 'QOPAVC3']",216,9
778_5LT001,1962.3805,50.674873,5661.739,['778_5LT001'],216,1,"['91OGQA1' '91OGQB1' '91OGQD1' '91OGQA2' '91OGQB2' '91OGQD2' '91OGQA3'
 '91OGQB3' '91OGQD3']",216,9
779_0LT001,2138.278,50.850372,5301.0654,['779_0LT001'],216,1,"['1L3P9A1' '1L3P9B1' '1L3P9C1' '1L3P9A2' '1L3P9B2' '1L3P9C2' '1L3P9A3'
 '1L3P9B3' '1L3P9C3']",216,9
779_1LT001,2078.6282,51.802505,5638.843,['779_1LT001'],216,1,"['QVL3AA1' 'QVL3AB1' 'QVL3AC1' 'QVL3AA2' 'QVL3AB2' 'QVL3AC2' 'QVL3AA3'
 'QVL3AB3' 'QVL3AC3']",216,9
780_0LT001,2025.1041,50.21347,5443.5186,['780_0LT001'],216,1,"['GO1P3A1' 'GO1P3B1' 'GO1P3D1' 'GO1P3A2' 'GO1P3B2' 'GO1P3D2' 'GO1P3A3'
 'GO1P3B3' 'GO1P3D3']",216,9
780_1LT001,914.0589,50.968502,2396.6821,['780_1LT001'],96,1,['G3Q1VB1' 'G3Q1VD1' 'G3Q1VB2' 'G3Q1VD2'],96,4
780_2LT001,1142.5514,47.665047,3139.9473,['780_2LT001'],120,1,['AG91VB1' 'AG91VB2' 'AG91VB3' 'AG91VB4' 'AG91VB5'],120,5
780_3LT001,1040.8326,51.403305,2671.2551,['780_3LT001'],96,1,['A3LPQB1' 'A3LPQD1' 'A3LPQB2' 'A3LPQD2'],96,4
781_0LT001,2075.1042,50.69775,5633.494,['781_0LT001'],216,1,"['VGAQ9A1' 'VGAQ9B1' 'VGAQ9D1' 'VGAQ9A2' 'VGAQ9B2' 'VGAQ9D2' 'VGAQ9A3'
 'VGAQ9B3' 'VGAQ9D3']",216,9
781_1LT001,2105.8513,47.590576,5330.127,['781_1LT001'],216,1,"['PAQL3A1' 'PAQL3B1' 'PAQL3D1' 'PAQL3A2' 'PAQL3B2' 'PAQL3D2' 'PAQL3A3'
 'PAQL3B3' 'PAQL3D3']",216,9
781_2LT001,2295.965,45.7342,5664.3403,['781_2LT001'],240,1,"['VQ1LAB1' 'VQ1LAD1' 'VQ1LAB2' 'VQ1LAD2' 'VQ1LAB3' 'VQ1LAD3' 'VQ1LAB4'
 'VQ1LAD4' 'VQ1LAB5' 'VQ1LAD5']",240,10
781_3LT001,2199.897,47.906155,5111.553,['781_3LT001'],216,1,"['V31Q9A1' 'V31Q9B1' 'V31Q9D1' 'V31Q9A2' 'V31Q9B2' 'V31Q9D2' 'V31Q9A3'
 'V31Q9B3' 'V31Q9D3']",216,9
782_0LT001,2214.308,51.8103,5190.624,['782_0LT001'],216,1,"['VOAGLA1' 'VOAGLB1' 'VOAGLD1' 'VOAGLA2' 'VOAGLB2' 'VOAGLD2' 'VOAGLA3'
 'VOAGLB3' 'VOAGLD3']",216,9
782_1LT001,989.49396,49.53508,2335.4224,['782_1LT001'],96,1,['9GQLOB1' '9GQLOD1' '9GQLOB2' '9GQLOD2'],96,4
783_0LT001,2142.072,50.450413,5857.6807,['783_0LT001'],216,1,"['QPOAGA1' 'QPOAGB1' 'QPOAGC1' 'QPOAGA2' 'QPOAGB2' 'QPOAGC2' 'QPOAGA3'
 'QPOAGB3' 'QPOAGC3']",216,9
783_1LT001,1451.8258,47.129288,3476.6465,['783_1LT001'],144,1,['VQALGA1' 'VQALGB1' 'VQALGA2' 'VQALGB2' 'VQALGA3' 'VQALGB3'],144,6
783_2LT001,2147.5745,49.58798,5103.4307,['783_2LT001'],216,1,"['1GQLPA1' '1GQLPB1' '1GQLPD1' '1GQLPA2' '1GQLPB2' '1GQLPD2' '1GQLPA3'
 '1GQLPB3' '1GQLPD3']",216,9
783_3LT001,2194.7234,49.845165,5267.868,['783_3LT001'],216,1,"['OPA3LA1' 'OPA3LB1' 'OPA3LD1' 'OPA3LA2' 'OPA3LB2' 'OPA3LD2' 'OPA3LA3'
 'OPA3LB3' 'OPA3LD3']",216,9
784_0LT001,2200.866,50.926952,5471.3125,['784_0LT001'],216,1,"['OVAQ3A1' 'OVAQ3B1' 'OVAQ3C1' 'OVAQ3A2' 'OVAQ3B2' 'OVAQ3C2' 'OVAQ3A3'
 'OVAQ3B3' 'OVAQ3C3']",216,9
784_1LT001,1293.5953,54.818707,3083.7156,['784_1LT001'],120,1,['LP9GOB1' 'LP9GOB2' 'LP9GOB3' 'LP9GOB4' 'LP9GOB5'],120,5
785_0LT001,1410.6924,47.874302,3762.445,['785_0LT001'],144,1,['P9A1GA1' 'P9A1GB1' 'P9A1GA2' 'P9A1GB2' 'P9A1GA3' 'P9A1GB3'],144,6
785_1LT001,937.0302,47.94534,2236.2002,['785_1LT001'],96,1,['1O9LGB1' '1O9LGD1' '1O9LGB2' '1O9LGD2'],96,4
786_0LT001,1531.0688,50.310135,3609.812,['786_0LT001'],144,1,['AG13OA1' 'AG13OB1' 'AG13OA2' 'AG13OB2' 'AG13OA3' 'AG13OB3'],144,6
786_1LT001,1378.5165,49.9476,3710.4485,['786_1LT001'],144,1,['LO9VGA1' 'LO9VGB1' 'LO9VGA2' 'LO9VGB2' 'LO9VGA3' 'LO9VGB3'],144,6
787_0LT001,499.40546,41.723755,1331.998,['787_0LT001'],48,1,['G3LPQB1' 'G3LPQB2'],48,2
787_1LT001,2214.0862,53.682693,5312.9453,['787_1LT001'],216,1,"['QV31GA1' 'QV31GB1' 'QV31GD1' 'QV31GA2' 'QV31GB2' 'QV31GD2' 'QV31GA3'
 'QV31GB3' 'QV31GD3']",216,9
787_2LT001,2123.7825,50.829884,5360.491,['787_2LT001'],216,1,"['AVQG1A1' 'AVQG1B1' 'AVQG1C1' 'AVQG1A2' 'AVQG1B2' 'AVQG1C2' 'AVQG1A3'
 'AVQG1B3' 'AVQG1C3']",216,9
787_3LT001,2137.5193,47.21289,5523.295,['787_3LT001'],216,1,"['G1A9VA1' 'G1A9VB1' 'G1A9VD1' 'G1A9VA2' 'G1A9VB2' 'G1A9VD2' 'G1A9VA3'
 'G1A9VB3' 'G1A9VD3']",216,9
788_0LT001,1599.2524,48.368195,3769.575,['788_0LT001'],144,1,['L3V9PA1' 'L3V9PB1' 'L3V9PA2' 'L3V9PB2' 'L3V9PA3' 'L3V9PB3'],144,6
788_1LT001,938.4334,47.980892,2275.6125,['788_1LT001'],96,1,['AV9LPB1' 'AV9LPD1' 'AV9LPB2' 'AV9LPD2'],96,4
788_2LT001,2153.3157,50.102226,5478.4175,['788_2LT001'],216,1,"['O3ALGA1' 'O3ALGB1' 'O3ALGC1' 'O3ALGA2' 'O3ALGB2' 'O3ALGC2' 'O3ALGA3'
 'O3ALGB3' 'O3ALGC3']",216,9
789_0LT001,1546.308,53.293793,3593.7532,['789_0LT001'],144,1,['PGO39A1' 'PGO39B1' 'PGO39A2' 'PGO39B2' 'PGO39A3' 'PGO39B3'],144,6
789_1LT001,2290.2278,47.308952,5373.216,['789_1LT001'],216,1,"['Q3O91A1' 'Q3O91B1' 'Q3O91D1' 'Q3O91A2' 'Q3O91B2' 'Q3O91D2' 'Q3O91A3'
 'Q3O91B3' 'Q3O91D3']",216,9
790_0LT001,947.55304,48.33113,2312.8486,['790_0LT001'],96,1,['QG3PVB1' 'QG3PVD1' 'QG3PVB2' 'QG3PVD2'],96,4
790_1LT001,2245.2378,45.254593,5683.973,['790_1LT001'],216,1,"['LO9AVA1' 'LO9AVB1' 'LO9AVC1' 'LO9AVA2' 'LO9AVB2' 'LO9AVC2' 'LO9AVA3'
 'LO9AVB3' 'LO9AVC3']",216,9
790_2LT001,2185.0771,51.05926,5341.7188,['790_2LT001'],216,1,"['31OAVA1' '31OAVB1' '31OAVD1' '31OAVA2' '31OAVB2' '31OAVD2' '31OAVA3'
 '31OAVB3' '31OAVD3']",216,9
791_0LT001,2374.6492,52.57361,5991.696,['791_0LT001'],240,1,"['OVPL1B1' 'OVPL1C1' 'OVPL1B2' 'OVPL1C2' 'OVPL1B3' 'OVPL1C3' 'OVPL1B4'
 'OVPL1C4' 'OVPL1B5' 'OVPL1C5']",240,10
791_1LT001,2200.189,49.343227,5508.28,['791_1LT001'],216,1,"['Q1P3OA1' 'Q1P3OB1' 'Q1P3OD1' 'Q1P3OA2' 'Q1P3OB2' 'Q1P3OD2' 'Q1P3OA3'
 'Q1P3OB3' 'Q1P3OD3']",216,9
792_0LT001,2311.2117,50.653908,5451.322,['792_0LT001'],216,1,"['A1PLOA1' 'A1PLOB1' 'A1PLOD1' 'A1PLOA2' 'A1PLOB2' 'A1PLOD2' 'A1PLOA3'
 'A1PLOB3' 'A1PLOD3']",216,9
792_1LT001,943.8607,50.298443,2402.164,['792_1LT001'],96,1,['LAQVPB1' 'LAQVPD1' 'LAQVPB2' 'LAQVPD2'],96,4
793_0LT001,480.61377,50.943085,1091.5311,['793_0LT001'],48,1,['LVQ1AB1' 'LVQ1AB2'],48,2
793_1LT001,2269.4626,50.477222,5236.87,['793_1LT001'],216,1,"['OL91VA1' 'OL91VB1' 'OL91VD1' 'OL91VA2' 'OL91VB2' 'OL91VD2' 'OL91VA3'
 'OL91VB3' 'OL91VD3']",216,9
793_2LT001,1378.8564,51.791977,3506.7332,['793_2LT001'],144,1,['GOAL9A1' 'GOAL9B1' 'GOAL9A2' 'GOAL9B2' 'GOAL9A3' 'GOAL9B3'],144,6
794_0LT001,2238.11,49.14512,5690.1343,['794_0LT001'],216,1,"['391OVA1' '391OVB1' '391OVC1' '391OVA2' '391OVB2' '391OVC2' '391OVA3'
 '391OVB3' '391OVC3']",216,9
794_1LT001,1999.4832,53.141476,5299.0156,['794_1LT001'],216,1,"['9AVOLA1' '9AVOLB1' '9AVOLC1' '9AVOLA2' '9AVOLB2' '9AVOLC2' '9AVOLA3'
 '9AVOLB3' '9AVOLC3']",216,9
794_2LT001,1459.2288,52.04061,3742.682,['794_2LT001'],144,1,['1VLPGA1' '1VLPGB1' '1VLPGA2' '1VLPGB2' '1VLPGA3' '1VLPGB3'],144,6
794_3LT001,2264.4622,48.95019,5285.838,['794_3LT001'],216,1,"['GVLA1A1' 'GVLA1B1' 'GVLA1D1' 'GVLA1A2' 'GVLA1B2' 'GVLA1D2' 'GVLA1A3'
 'GVLA1B3' 'GVLA1D3']",216,9
795_0LT001,1219.064,51.501648,2738.443,['795_0LT001'],120,1,['9QLP1B1' '9QLP1B2' '9QLP1B3' '9QLP1B4' '9QLP1B5'],120,5
795_1LT001,462.93787,51.13931,1011.6195,['795_1LT001'],48,1,['LGV1QB1' 'LGV1QB2'],48,2
795_2LT001,2103.304,49.72194,5544.9663,['795_2LT001'],216,1,"['GPVQOA1' 'GPVQOB1' 'GPVQOC1' 'GPVQOA2' 'GPVQOB2' 'GPVQOC2' 'GPVQOA3'
 'GPVQOB3' 'GPVQOC3']",216,9
796_0LT001,1498.4756,53.78261,3667.5715,['796_0LT001'],144,1,['GP1O3A1' 'GP1O3B1' 'GP1O3A2' 'GP1O3B2' 'GP1O3A3' 'GP1O3B3'],144,6
796_1LT001,923.2366,47.61757,2365.1177,['796_1LT001'],96,1,['9G3LAB1' '9G3LAD1' '9G3LAB2' '9G3LAD2'],96,4
796_2LT001,2222.9067,45.239628,5548.809,['796_2LT001'],216,1,"['VPAO1A1' 'VPAO1B1' 'VPAO1D1' 'VPAO1A2' 'VPAO1B2' 'VPAO1D2' 'VPAO1A3'
 'VPAO1B3' 'VPAO1D3']",216,9
796_3LT001,2126.4868,51.666874,5454.926,['796_3LT001'],216,1,"['VAQG1A1' 'VAQG1B1' 'VAQG1C1' 'VAQG1A2' 'VAQG1B2' 'VAQG1C2' 'VAQG1A3'
 'VAQG1B3' 'VAQG1C3']",216,9
797_0LT001,2381.0854,47.968998,5471.5767,['797_0LT001'],216,1,"['PLGQOA1' 'PLGQOB1' 'PLGQOD1' 'PLGQOA2' 'PLGQOB2' 'PLGQOD2' 'PLGQOA3'
 'PLGQOB3' 'PLGQOD3']",216,9
797_1LT001,981.2334,50.184826,2419.8215,['797_1LT001'],96,1,['3O1VLB1' '3O1VLD1' '3O1VLB2' '3O1VLD2'],96,4
797_2LT001,1454.6174,47.809364,3644.401,['797_2LT001'],144,1,['OLGQ9A1' 'OLGQ9B1' 'OLGQ9A2' 'OLGQ9B2' 'OLGQ9A3' 'OLGQ9B3'],144,6
797_3LT001,2230.6086,51.60972,5601.6255,['797_3LT001'],216,1,"['G91QPA1' 'G91QPB1' 'G91QPD1' 'G91QPA2' 'G91QPB2' 'G91QPD2' 'G91QPA3'
 'G91QPB3' 'G91QPD3']",216,9
798_0LT001,429.38562,50.147953,1131.2837,['798_0LT001'],48,1,['VQ31AB1' 'VQ31AB2'],48,2
798_1LT001,2181.8364,49.149982,5290.86,['798_1LT001'],216,1,"['913GPA1' '913GPB1' '913GPD1' '913GPA2' '913GPB2' '913GPD2' '913GPA3'
 '913GPB3' '913GPD3']",216,9
798_2LT001,2178.1873,50.66509,5791.2207,['798_2LT001'],216,1,"['1P9LGA1' '1P9LGB1' '1P9LGC1' '1P9LGA2' '1P9LGB2' '1P9LGC2' '1P9LGA3'
 '1P9LGB3' '1P9LGC3']",216,9
798_3LT001,2227.4568,46.597397,5098.782,['798_3LT001'],216,1,"['G391QA1' 'G391QB1' 'G391QD1' 'G391QA2' 'G391QB2' 'G391QD2' 'G391QA3'
 'G391QB3' 'G391QD3']",216,9
798_4LT001,2251.9172,52.9183,5497.7695,['798_4LT001'],216,1,"['A9OPLA1' 'A9OPLB1' 'A9OPLC1' 'A9OPLA2' 'A9OPLB2' 'A9OPLC2' 'A9OPLA3'
 'A9OPLB3' 'A9OPLC3']",216,9
798_5LT001,2283.352,49.267586,5379.944,['798_5LT001'],216,1,"['V9PQAA1' 'V9PQAB1' 'V9PQAC1' 'V9PQAA2' 'V9PQAB2' 'V9PQAC2' 'V9PQAA3'
 'V9PQAB3' 'V9PQAC3']",216,9
799_0LT001,2143.1406,51.724697,5432.3267,['799_0LT001'],216,1,"['1OP3QA1' '1OP3QB1' '1OP3QD1' '1OP3QA2' '1OP3QB2' '1OP3QD2' '1OP3QA3'
 '1OP3QB3' '1OP3QD3']",216,9
799_1LT001,1466.2103,48.031708,3380.1545,['799_1LT001'],144,1,['AOGPLA1' 'AOGPLB1' 'AOGPLA2' 'AOGPLB2' 'AOGPLA3' 'AOGPLB3'],144,6
800_0LT001,1448.8556,49.793274,3615.9177,['800_0LT001'],144,1,['1VL9OA1' '1VL9OB1' '1VL9OA2' '1VL9OB2' '1VL9OA3' '1VL9OB3'],144,6
800_1LT001,1031.1272,51.59403,2329.91,['800_1LT001'],96,1,['OP31VB1' 'OP31VD1' 'OP31VB2' 'OP31VD2'],96,4
800_2LT001,439.77878,55.292816,1378.3452,['800_2LT001'],48,1,['9OQG3B1' '9OQG3B2'],48,2
800_3LT001,1342.6915,50.150997,3795.369,['800_3LT001'],144,1,['QG1OLA1' 'QG1OLB1' 'QG1OLA2' 'QG1OLB2' 'QG1OLA3' 'QG1OLB3'],144,6
801_0LT001,2065.3386,47.816868,5550.9707,['801_0LT001'],216,1,"['P9GOQA1' 'P9GOQB1' 'P9GOQD1' 'P9GOQA2' 'P9GOQB2' 'P9GOQD2' 'P9GOQA3'
 'P9GOQB3' 'P9GOQD3']",216,9
801_1LT001,2222.0195,50.56616,5486.537,['801_1LT001'],216,1,"['1PV9GA1' '1PV9GB1' '1PV9GC1' '1PV9GA2' '1PV9GB2' '1PV9GC2' '1PV9GA3'
 '1PV9GB3' '1PV9GC3']",216,9
801_2LT001,2236.0984,52.64724,5262.8613,['801_2LT001'],216,1,"['1VG3LA1' '1VG3LB1' '1VG3LD1' '1VG3LA2' '1VG3LB2' '1VG3LD2' '1VG3LA3'
 '1VG3LB3' '1VG3LD3']",216,9
801_3LT001,2042.0825,52.00847,5405.3135,['801_3LT001'],216,1,"['LO93QA1' 'LO93QB1' 'LO93QC1' 'LO93QA2' 'LO93QB2' 'LO93QC2' 'LO93QA3'
 'LO93QB3' 'LO93QC3']",216,9
801_4LT001,2167.7288,51.52905,5886.043,['801_4LT001'],216,1,"['P9GV3A1' 'P9GV3B1' 'P9GV3C1' 'P9GV3A2' 'P9GV3B2' 'P9GV3C2' 'P9GV3A3'
 'P9GV3B3' 'P9GV3C3']",216,9
801_5LT001,2073.41,50.864113,5282.867,['801_5LT001'],216,1,"['Q9PGOA1' 'Q9PGOB1' 'Q9PGOD1' 'Q9PGOA2' 'Q9PGOB2' 'Q9PGOD2' 'Q9PGOA3'
 'Q9PGOB3' 'Q9PGOD3']",216,9
801_6LT001,1581.6393,49.60576,3441.062,['801_6LT001'],144,1,['31PLGA1' '31PLGB1' '31PLGA2' '31PLGB2' '31PLGA3' '31PLGB3'],144,6
801_7LT001,2158.7441,51.462677,5007.449,['801_7LT001'],216,1,"['P1OLAA1' 'P1OLAB1' 'P1OLAD1' 'P1OLAA2' 'P1OLAB2' 'P1OLAD2' 'P1OLAA3'
 'P1OLAB3' 'P1OLAD3']",216,9
801_8LT001,2088.5054,47.7531,5289.077,['801_8LT001'],216,1,"['VQL1AA1' 'VQL1AB1' 'VQL1AC1' 'VQL1AA2' 'VQL1AB2' 'VQL1AC2' 'VQL1AA3'
 'VQL1AB3' 'VQL1AC3']",216,9
801_9LT001,2085.8494,51.135956,5478.68,['801_9LT001'],216,1,"['LOG91A1' 'LOG91B1' 'LOG91D1' 'LOG91A2' 'LOG91B2' 'LOG91D2' 'LOG91A3'
 'LOG91B3' 'LOG91D3']",216,9
802_0LT001,2305.5432,49.15633,5475.833,['802_0LT001'],216,1,"['LG9PVA1' 'LG9PVB1' 'LG9PVD1' 'LG9PVA2' 'LG9PVB2' 'LG9PVD2' 'LG9PVA3'
 'LG9PVB3' 'LG9PVD3']",216,9
802_1LT001,2096.0515,51.54257,5095.7754,['802_1LT001'],216,1,"['OLV1PA1' 'OLV1PB1' 'OLV1PD1' 'OLV1PA2' 'OLV1PB2' 'OLV1PD2' 'OLV1PA3'
 'OLV1PB3' 'OLV1PD3']",216,9
802_2LT001,2228.8909,50.663578,5343.9736,['802_2LT001'],216,1,"['AGO9QA1' 'AGO9QB1' 'AGO9QD1' 'AGO9QA2' 'AGO9QB2' 'AGO9QD2' 'AGO9QA3'
 'AGO9QB3' 'AGO9QD3']",216,9
802_3LT001,2113.8762,51.38515,5073.7114,['802_3LT001'],216,1,"['G391PA1' 'G391PB1' 'G391PC1' 'G391PA2' 'G391PB2' 'G391PC2' 'G391PA3'
 'G391PB3' 'G391PC3']",216,9
803_0LT001,467.35748,52.85197,1278.4412,['803_0LT001'],48,1,['L1AG3B1' 'L1AG3B2'],48,2
803_1LT001,531.4359,50.67271,1380.1278,['803_1LT001'],48,1,['A3GVQB1' 'A3GVQB2'],48,2
803_2LT001,2046.1364,48.800106,5046.7456,['803_2LT001'],216,1,"['AP9Q1A1' 'AP9Q1B1' 'AP9Q1C1' 'AP9Q1A2' 'AP9Q1B2' 'AP9Q1C2' 'AP9Q1A3'
 'AP9Q1B3' 'AP9Q1C3']",216,9
803_3LT001,860.295,51.69048,2343.5217,['803_3LT001'],96,1,['9GV3PB1' '9GV3PD1' '9GV3PB2' '9GV3PD2'],96,4
803_4LT001,961.0319,48.673588,2216.4346,['803_4LT001'],96,1,['9POL3B1' '9POL3D1' '9POL3B2' '9POL3D2'],96,4
803_5LT001,1015.38104,53.062595,2463.4104,['803_5LT001'],96,1,['3VAPGB1' '3VAPGD1' '3VAPGB2' '3VAPGD2'],96,4
804_0LT001,539.044,47.334248,1079.9453,['804_0LT001'],48,1,['9LOV3B1' '9LOV3B2'],48,2
804_1LT001,2290.8608,49.592777,5393.968,['804_1LT001'],216,1,"['QA3G9A1' 'QA3G9B1' 'QA3G9C1' 'QA3G9A2' 'QA3G9B2' 'QA3G9C2' 'QA3G9A3'
 'QA3G9B3' 'QA3G9C3']",216,9
804_2LT001,884.1807,44.154743,2536.2664,['804_2LT001'],96,1,['LO3QGB1' 'LO3QGD1' 'LO3QGB2' 'LO3QGD2'],96,4
804_3LT001,490.64664,48.764423,1125.3639,['804_3LT001'],48,1,['VLAP1B1' 'VLAP1B2'],48,2
